event_sequence,decision_sequence,agent_id,leg_id,mode,flow_contribution_pcu_per_hour,shared_state_key,departure_time,time_bin_start,base_flow_pcu_per_hour,endogenous_flow_before,endogenous_flow_after,total_flow_before,total_flow_after,state_version_after,global_version_after
1,6,727,727-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T06:00,2026-07-07 06:03:10.980000,2026-07-07 06:00:00,24.0,0.0,6.0,24.0,30.0,1,1
2,9,299,299-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T06:00,2026-07-07 06:05:04.260000,2026-07-07 06:00:00,24.0,6.0,12.0,30.0,36.0,2,2
3,12,252,252-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T06:00,2026-07-07 06:11:14.940000,2026-07-07 06:00:00,24.0,12.0,18.0,36.0,42.0,3,3
4,14,530,530-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T06:00,2026-07-07 06:14:05.160000,2026-07-07 06:00:00,24.0,18.0,24.0,42.0,48.0,4,4
5,15,189,189-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T06:00,2026-07-07 06:15:45.900000,2026-07-07 06:00:00,24.0,24.0,30.0,48.0,54.0,5,5
6,16,297,297-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T06:00,2026-07-07 06:15:45.900000,2026-07-07 06:00:00,24.0,30.0,36.0,54.0,60.0,6,6
7,17,194,194-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T06:00,2026-07-07 06:17:04.080000,2026-07-07 06:00:00,24.0,36.0,42.0,60.0,66.0,7,7
8,18,12,12-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T06:00,2026-07-07 06:17:38.880000,2026-07-07 06:00:00,24.0,42.0,48.0,66.0,72.0,8,8
9,20,673,673-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T06:00,2026-07-07 06:17:47.220000,2026-07-07 06:00:00,24.0,48.0,54.0,72.0,78.0,9,9
10,22,120,120-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T06:00,2026-07-07 06:22:11.880000,2026-07-07 06:00:00,24.0,54.0,60.0,78.0,84.0,10,10
11,25,651,651-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T06:00,2026-07-07 06:26:58.320000,2026-07-07 06:00:00,24.0,60.0,66.0,84.0,90.0,11,11
12,26,472,472-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T06:00,2026-07-07 06:26:58.320000,2026-07-07 06:00:00,24.0,66.0,72.0,90.0,96.0,12,12
13,28,459,459-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T06:00,2026-07-07 06:28:59.700000,2026-07-07 06:00:00,24.0,72.0,78.0,96.0,102.0,13,13
14,32,279,279-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T06:30,2026-07-07 06:30:00,2026-07-07 06:30:00,24.0,0.0,6.0,24.0,30.0,1,14
15,44,94,94-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T06:30,2026-07-07 06:35:49.260000,2026-07-07 06:30:00,24.0,6.0,12.0,30.0,36.0,2,15
16,49,296,296-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T06:30,2026-07-07 06:37:04.740000,2026-07-07 06:30:00,24.0,12.0,18.0,36.0,42.0,3,16
17,51,379,379-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T06:30,2026-07-07 06:38:30.420000,2026-07-07 06:30:00,24.0,18.0,24.0,42.0,48.0,4,17
18,53,617,617-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T06:30,2026-07-07 06:38:48.960000,2026-07-07 06:30:00,24.0,24.0,30.0,48.0,54.0,5,18
19,55,137,137-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T06:30,2026-07-07 06:39:19.440000,2026-07-07 06:30:00,24.0,30.0,36.0,54.0,60.0,6,19
20,57,426,426-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T06:30,2026-07-07 06:39:31.440000,2026-07-07 06:30:00,24.0,36.0,42.0,60.0,66.0,7,20
21,65,564,564-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T06:30,2026-07-07 06:41:36.600000,2026-07-07 06:30:00,24.0,42.0,48.0,66.0,72.0,8,21
22,74,135,135-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T06:30,2026-07-07 06:45:16.920000,2026-07-07 06:30:00,24.0,48.0,54.0,72.0,78.0,9,22
23,87,456,456-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T06:30,2026-07-07 06:52:02.700000,2026-07-07 06:30:00,24.0,54.0,60.0,78.0,84.0,10,23
24,88,90,90-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T06:30,2026-07-07 06:52:02.700000,2026-07-07 06:30:00,24.0,60.0,66.0,84.0,90.0,11,24
25,89,35,35-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T06:30,2026-07-07 06:52:02.700000,2026-07-07 06:30:00,24.0,66.0,72.0,90.0,96.0,12,25
26,96,358,358-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T06:30,2026-07-07 06:56:19.140000,2026-07-07 06:30:00,24.0,72.0,78.0,96.0,102.0,13,26
27,97,408,408-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T06:30,2026-07-07 06:56:19.140000,2026-07-07 06:30:00,24.0,78.0,84.0,102.0,108.0,14,27
28,103,437,437-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T06:30,2026-07-07 06:56:56.640000,2026-07-07 06:30:00,24.0,84.0,90.0,108.0,114.0,15,28
29,106,56,56-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T06:30,2026-07-07 06:56:56.640000,2026-07-07 06:30:00,24.0,90.0,96.0,114.0,120.0,16,29
30,108,106,106-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T06:30,2026-07-07 06:56:56.640000,2026-07-07 06:30:00,24.0,96.0,102.0,120.0,126.0,17,30
31,119,558,558-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T06:30,2026-07-07 06:59:49.440000,2026-07-07 06:30:00,24.0,102.0,108.0,126.0,132.0,18,31
32,123,539,539-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:00,2026-07-07 07:00:00,2026-07-07 07:00:00,60.0,0.0,6.0,60.0,66.0,1,32
33,126,93,93-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:00,2026-07-07 07:00:00,2026-07-07 07:00:00,60.0,6.0,12.0,66.0,72.0,2,33
34,133,585,585-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:00,2026-07-07 07:02:16.440000,2026-07-07 07:00:00,60.0,12.0,18.0,72.0,78.0,3,34
35,135,464,464-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:00,2026-07-07 07:02:57.780000,2026-07-07 07:00:00,60.0,18.0,24.0,78.0,84.0,4,35
36,152,257,257-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:00,2026-07-07 07:09:07.560000,2026-07-07 07:00:00,60.0,24.0,30.0,84.0,90.0,5,36
37,158,663,663-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:00,2026-07-07 07:09:31.800000,2026-07-07 07:00:00,60.0,30.0,36.0,90.0,96.0,6,37
38,161,139,139-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:00,2026-07-07 07:11:10.440000,2026-07-07 07:00:00,60.0,36.0,42.0,96.0,102.0,7,38
39,162,449,449-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:00,2026-07-07 07:11:14.640000,2026-07-07 07:00:00,60.0,42.0,48.0,102.0,108.0,8,39
40,166,584,584-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:00,2026-07-07 07:13:39.600000,2026-07-07 07:00:00,60.0,48.0,54.0,108.0,114.0,9,40
41,167,134,134-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:00,2026-07-07 07:13:50.220000,2026-07-07 07:00:00,60.0,54.0,60.0,114.0,120.0,10,41
42,170,723,723-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:00,2026-07-07 07:14:08.640000,2026-07-07 07:00:00,60.0,60.0,66.0,120.0,126.0,11,42
43,171,378,378-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:00,2026-07-07 07:14:34.260000,2026-07-07 07:00:00,60.0,66.0,72.0,126.0,132.0,12,43
44,180,268,268-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:00,2026-07-07 07:17:22.800000,2026-07-07 07:00:00,60.0,72.0,78.0,132.0,138.0,13,44
45,181,205,205-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:00,2026-07-07 07:18:24.180000,2026-07-07 07:00:00,60.0,78.0,84.0,138.0,144.0,14,45
46,188,368,368-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:00,2026-07-07 07:19:11.880000,2026-07-07 07:00:00,60.0,84.0,90.0,144.0,150.0,15,46
47,189,862,862-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:00,2026-07-07 07:20:21.060000,2026-07-07 07:00:00,60.0,90.0,96.0,150.0,156.0,16,47
48,192,49,49-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:00,2026-07-07 07:22:34.740000,2026-07-07 07:00:00,60.0,96.0,102.0,156.0,162.0,17,48
49,194,130,130-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:00,2026-07-07 07:23:07.920000,2026-07-07 07:00:00,60.0,102.0,108.0,162.0,168.0,18,49
50,199,168,168-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:00,2026-07-07 07:25:11.880000,2026-07-07 07:00:00,60.0,108.0,114.0,168.0,174.0,19,50
51,202,423,423-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:00,2026-07-07 07:26:01.020000,2026-07-07 07:00:00,60.0,114.0,120.0,174.0,180.0,20,51
52,203,117,117-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:00,2026-07-07 07:27:26.640000,2026-07-07 07:00:00,60.0,120.0,126.0,180.0,186.0,21,52
53,205,38,38-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:00,2026-07-07 07:27:41.040000,2026-07-07 07:00:00,60.0,126.0,132.0,186.0,192.0,22,53
54,206,332,332-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:00,2026-07-07 07:27:42.960000,2026-07-07 07:00:00,60.0,132.0,138.0,192.0,198.0,23,54
55,208,710,710-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:00,2026-07-07 07:28:56.940000,2026-07-07 07:00:00,60.0,138.0,144.0,198.0,204.0,24,55
56,211,144,144-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:30,2026-07-07 07:30:00,2026-07-07 07:30:00,60.0,0.0,6.0,60.0,66.0,1,56
57,218,586,586-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:30,2026-07-07 07:30:46.080000,2026-07-07 07:30:00,60.0,6.0,12.0,66.0,72.0,2,57
58,226,274,274-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:30,2026-07-07 07:32:19.200000,2026-07-07 07:30:00,60.0,12.0,18.0,72.0,78.0,3,58
59,227,228,228-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:30,2026-07-07 07:32:19.200000,2026-07-07 07:30:00,60.0,18.0,24.0,78.0,84.0,4,59
60,231,573,573-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:30,2026-07-07 07:32:52.800000,2026-07-07 07:30:00,60.0,24.0,30.0,84.0,90.0,5,60
61,244,50,50-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:30,2026-07-07 07:39:09,2026-07-07 07:30:00,60.0,30.0,36.0,90.0,96.0,6,61
62,245,338,338-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:30,2026-07-07 07:39:10.560000,2026-07-07 07:30:00,60.0,36.0,42.0,96.0,102.0,7,62
63,256,453,453-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:30,2026-07-07 07:39:37.320000,2026-07-07 07:30:00,60.0,42.0,48.0,102.0,108.0,8,63
64,259,244,244-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:30,2026-07-07 07:40:48.060000,2026-07-07 07:30:00,60.0,48.0,54.0,108.0,114.0,9,64
65,263,115,115-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:30,2026-07-07 07:41:27.300000,2026-07-07 07:30:00,60.0,54.0,60.0,114.0,120.0,10,65
66,266,92,92-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:30,2026-07-07 07:43:00.840000,2026-07-07 07:30:00,60.0,60.0,66.0,120.0,126.0,11,66
67,269,386,386-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:30,2026-07-07 07:44:00,2026-07-07 07:30:00,60.0,66.0,72.0,126.0,132.0,12,67
68,271,224,224-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:30,2026-07-07 07:44:08.040000,2026-07-07 07:30:00,60.0,72.0,78.0,132.0,138.0,13,68
69,274,236,236-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:30,2026-07-07 07:44:42.720000,2026-07-07 07:30:00,60.0,78.0,84.0,138.0,144.0,14,69
70,281,644,644-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:30,2026-07-07 07:45:59.820000,2026-07-07 07:30:00,60.0,84.0,90.0,144.0,150.0,15,70
71,297,86,86-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:30,2026-07-07 07:47:40.380000,2026-07-07 07:30:00,60.0,90.0,96.0,150.0,156.0,16,71
72,298,852,852-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:30,2026-07-07 07:47:51.420000,2026-07-07 07:30:00,60.0,96.0,102.0,156.0,162.0,17,72
73,299,411,411-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:30,2026-07-07 07:47:51.420000,2026-07-07 07:30:00,60.0,102.0,108.0,162.0,168.0,18,73
74,300,213,213-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:30,2026-07-07 07:47:51.420000,2026-07-07 07:30:00,60.0,108.0,114.0,168.0,174.0,19,74
75,301,696,696-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:30,2026-07-07 07:47:51.420000,2026-07-07 07:30:00,60.0,114.0,120.0,174.0,180.0,20,75
76,302,634,634-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:30,2026-07-07 07:47:51.420000,2026-07-07 07:30:00,60.0,120.0,126.0,180.0,186.0,21,76
77,304,201,201-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:30,2026-07-07 07:48:15.660000,2026-07-07 07:30:00,60.0,126.0,132.0,186.0,192.0,22,77
78,307,275,275-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:30,2026-07-07 07:49:24.660000,2026-07-07 07:30:00,60.0,132.0,138.0,192.0,198.0,23,78
79,308,223,223-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:30,2026-07-07 07:49:34.740000,2026-07-07 07:30:00,60.0,138.0,144.0,198.0,204.0,24,79
80,309,535,535-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:30,2026-07-07 07:49:34.740000,2026-07-07 07:30:00,60.0,144.0,150.0,204.0,210.0,25,80
81,310,481,481-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:30,2026-07-07 07:49:34.740000,2026-07-07 07:30:00,60.0,150.0,156.0,210.0,216.0,26,81
82,311,524,524-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:30,2026-07-07 07:49:46.080000,2026-07-07 07:30:00,60.0,156.0,162.0,216.0,222.0,27,82
83,313,402,402-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:30,2026-07-07 07:49:53.400000,2026-07-07 07:30:00,60.0,162.0,168.0,222.0,228.0,28,83
84,318,191,191-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:30,2026-07-07 07:50:48.240000,2026-07-07 07:30:00,60.0,168.0,174.0,228.0,234.0,29,84
85,321,182,182-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:30,2026-07-07 07:53:02.760000,2026-07-07 07:30:00,60.0,174.0,180.0,234.0,240.0,30,85
86,322,680,680-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:30,2026-07-07 07:54:01.680000,2026-07-07 07:30:00,60.0,180.0,186.0,240.0,246.0,31,86
87,328,8,8-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:30,2026-07-07 07:55:07.080000,2026-07-07 07:30:00,60.0,186.0,192.0,246.0,252.0,32,87
88,333,24,24-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:30,2026-07-07 07:56:10.200000,2026-07-07 07:30:00,60.0,192.0,198.0,252.0,258.0,33,88
89,336,518,518-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:30,2026-07-07 07:57:08.880000,2026-07-07 07:30:00,60.0,198.0,204.0,258.0,264.0,34,89
90,338,344,344-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:30,2026-07-07 07:57:26.640000,2026-07-07 07:30:00,60.0,204.0,210.0,264.0,270.0,35,90
91,341,95,95-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:30,2026-07-07 07:58:25.500000,2026-07-07 07:30:00,60.0,210.0,216.0,270.0,276.0,36,91
92,342,497,497-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:30,2026-07-07 07:59:01.260000,2026-07-07 07:30:00,60.0,216.0,222.0,276.0,282.0,37,92
93,343,392,392-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T07:30,2026-07-07 07:59:24.600000,2026-07-07 07:30:00,60.0,222.0,228.0,282.0,288.0,38,93
94,358,6,6-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T08:00,2026-07-07 08:01:03.180000,2026-07-07 08:00:00,80.0,0.0,6.0,80.0,86.0,1,94
95,361,307,307-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T08:00,2026-07-07 08:02:06.060000,2026-07-07 08:00:00,80.0,6.0,12.0,86.0,92.0,2,95
96,362,485,485-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T08:00,2026-07-07 08:02:09.600000,2026-07-07 08:00:00,80.0,12.0,18.0,92.0,98.0,3,96
97,372,324,324-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T08:00,2026-07-07 08:04:03.480000,2026-07-07 08:00:00,80.0,18.0,24.0,98.0,104.0,4,97
98,395,398,398-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T08:00,2026-07-07 08:08:37.380000,2026-07-07 08:00:00,80.0,24.0,30.0,104.0,110.0,5,98
99,403,112,112-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T08:00,2026-07-07 08:10:08.280000,2026-07-07 08:00:00,80.0,30.0,36.0,110.0,116.0,6,99
100,405,781,781-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T08:00,2026-07-07 08:10:28.440000,2026-07-07 08:00:00,80.0,36.0,42.0,116.0,122.0,7,100
101,407,181,181-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T08:00,2026-07-07 08:11:32.760000,2026-07-07 08:00:00,80.0,42.0,48.0,122.0,128.0,8,101
102,413,655,655-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T08:00,2026-07-07 08:12:31.380000,2026-07-07 08:00:00,80.0,48.0,54.0,128.0,134.0,9,102
103,418,458,458-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T08:00,2026-07-07 08:12:31.380000,2026-07-07 08:00:00,80.0,54.0,60.0,134.0,140.0,10,103
104,424,178,178-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T08:00,2026-07-07 08:13:54.240000,2026-07-07 08:00:00,80.0,60.0,66.0,140.0,146.0,11,104
105,425,325,325-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T08:00,2026-07-07 08:14:13.920000,2026-07-07 08:00:00,80.0,66.0,72.0,146.0,152.0,12,105
106,430,630,630-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T08:00,2026-07-07 08:14:53.340000,2026-07-07 08:00:00,80.0,72.0,78.0,152.0,158.0,13,106
107,432,243,243-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T08:00,2026-07-07 08:15:21.360000,2026-07-07 08:00:00,80.0,78.0,84.0,158.0,164.0,14,107
108,454,1,1-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T08:00,2026-07-07 08:18:32.340000,2026-07-07 08:00:00,80.0,84.0,90.0,164.0,170.0,15,108
109,456,672,672-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T08:00,2026-07-07 08:19:34.740000,2026-07-07 08:00:00,80.0,90.0,96.0,170.0,176.0,16,109
110,457,152,152-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T08:00,2026-07-07 08:19:34.740000,2026-07-07 08:00:00,80.0,96.0,102.0,176.0,182.0,17,110
111,459,371,371-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T08:00,2026-07-07 08:20:09.180000,2026-07-07 08:00:00,80.0,102.0,108.0,182.0,188.0,18,111
112,462,480,480-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T08:00,2026-07-07 08:21:13.980000,2026-07-07 08:00:00,80.0,108.0,114.0,188.0,194.0,19,112
113,466,675,675-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T08:00,2026-07-07 08:21:16.200000,2026-07-07 08:00:00,80.0,114.0,120.0,194.0,200.0,20,113
114,467,471,471-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T08:00,2026-07-07 08:21:22.560000,2026-07-07 08:00:00,80.0,120.0,126.0,200.0,206.0,21,114
115,468,146,146-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T08:00,2026-07-07 08:21:56.820000,2026-07-07 08:00:00,80.0,126.0,132.0,206.0,212.0,22,115
116,469,695,695-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T08:00,2026-07-07 08:22:09.180000,2026-07-07 08:00:00,80.0,132.0,138.0,212.0,218.0,23,116
117,471,132,132-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T08:00,2026-07-07 08:22:43.080000,2026-07-07 08:00:00,80.0,138.0,144.0,218.0,224.0,24,117
118,472,308,308-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T08:00,2026-07-07 08:23:12.420000,2026-07-07 08:00:00,80.0,144.0,150.0,224.0,230.0,25,118
119,474,67,67-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T08:00,2026-07-07 08:23:22.500000,2026-07-07 08:00:00,80.0,150.0,156.0,230.0,236.0,26,119
120,489,986,986-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T08:00,2026-07-07 08:27:26.640000,2026-07-07 08:00:00,80.0,156.0,162.0,236.0,242.0,27,120
121,499,583,583-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T08:30,2026-07-07 08:30:00,2026-07-07 08:30:00,80.0,0.0,6.0,80.0,86.0,1,121
122,500,698,698-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T08:30,2026-07-07 08:30:00,2026-07-07 08:30:00,80.0,6.0,12.0,86.0,92.0,2,122
123,522,76,76-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T08:30,2026-07-07 08:36:23.220000,2026-07-07 08:30:00,80.0,12.0,18.0,92.0,98.0,3,123
124,524,28,28-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T08:30,2026-07-07 08:36:51,2026-07-07 08:30:00,80.0,18.0,24.0,98.0,104.0,4,124
125,526,420,420-2026-07-07-L01,ride_hailing,6.0,nine_zone_representative|all|2026-07-07T08:30,2026-07-07 08:37:26.880000,2026-07-07 08:30:00,80.0,24.0,30.0,104.0,110.0,5,125
