leg_id,agent_id,date,day,leg_role,activity_id,purpose,origin_zone,destination_zone,departure_time,planned_activity_start_time,earliest_feasible_departure,reliability_buffer_min,expected_arrival_time,actual_arrival_time,arrival_delay_minutes,on_time_arrival,activity_completed,metro_origin_accessible,metro_destination_accessible,origin_feeder_mode,destination_feeder_mode,bus_metro_transfer_count,feeder_bus_time_minutes,feeder_bus_wait_minutes,feeder_bus_access_minutes,feeder_bus_in_vehicle_minutes,feeder_bus_fare_yuan,metro_main_time_minutes,origin_feeder_total_time_minutes,origin_feeder_access_minutes,origin_feeder_wait_minutes,destination_feeder_total_time_minutes,destination_feeder_access_minutes,destination_feeder_wait_minutes,final_attempt_departure_time,primary_mode,primary_failed,primary_failure_reason,fallback_attempted,fallback_succeeded,final_mode,transport_succeeded,wait_minutes,failed_attempt_consumed_minutes,cumulative_wait_minutes,access_time_min,transfer_time_min,in_vehicle_time_min,total_travel_time_min,fare_yuan,final_speed_kmh,scenario_vc,weather_type_at_departure,weather_scenario,day_type,policy,outdoor_exposure_minutes,heat_hazard_dose_c_min,age_vulnerability_weight,heat_risk_burden,rain_exposure_minutes
49-2026-07-07-L02,49,2026-07-07,Tuesday,return_home,activity-49-2026-07-07-002,return_home,Z7,Z7,2026-07-07 15:00:00,,,10.0,,,,,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 15:00:00,bus,False,,False,False,bus,True,7.0,0.0,7.0,8.0,0.0,56.226,71.226,2.0,17.972,0.476667,normal,W0,workday,P0_no_policy,15.0,0.0,1.3,0.0,0.0
5-2026-07-07-L01,5,2026-07-07,Tuesday,outbound,activity-5-2026-07-07-002,work,Z4,Z1,2026-07-07 08:41:17.507280,2026-07-07 10:30:00,2026-07-07 08:30:00,5.0,2026-07-07 10:25:00,2026-07-07 10:25:00,0.0,True,True,False,True,bus,walk,1,28.695,5.714,12.0,10.981,2.0,70.013,28.695,12.0,5.714,0.0,0.0,0.0,2026-07-07 08:41:17.507280,metro,False,,False,False,metro,True,9.708,0.0,9.708,20.0,5.0,69.0,103.708,8.0,31.822,,normal,W0,workday,P0_no_policy,29.708,0.0,1.0,0.0,0.0
5-2026-07-07-L02,5,2026-07-07,Tuesday,return_home,activity-5-2026-07-07-002,return_home,Z1,Z4,2026-07-07 20:30:00,,,5.0,,,,,,True,False,walk,bus,1,36.883,15.714,12.0,9.169,2.0,72.019,0.0,0.0,0.0,36.883,12.0,15.714,2026-07-07 20:30:00,metro,False,,False,False,metro,True,21.714,0.0,21.714,20.0,5.0,67.188,113.902,8.0,32.68,,normal,W0,workday,P0_no_policy,41.714,0.0,1.0,0.0,0.0
50-2026-07-07-L01,50,2026-07-07,Tuesday,outbound,activity-50-2026-07-07-001,out_of_home_family_activity,Z4,Z4,2026-07-07 11:13:18.802200,2026-07-07 12:30:00,2026-07-07 10:30:00,10.0,2026-07-07 12:20:00,2026-07-07 12:20:00,0.0,True,True,True,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 11:13:18.802200,bus,False,,False,False,bus,True,10.0,0.0,10.0,12.0,0.0,44.687,66.687,2.0,17.972,0.476667,normal,W0,workday,P0_no_policy,22.0,0.0,1.3,0.0,0.0
50-2026-07-07-L02,50,2026-07-07,Tuesday,return_home,activity-50-2026-07-07-001,return_home,Z4,Z4,2026-07-07 18:30:00,,,10.0,,,,,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 18:30:00,bus,False,,False,False,bus,True,5.714,0.0,5.714,12.0,0.0,53.038,70.753,2.0,15.142,0.944444,normal,W0,workday,P0_no_policy,17.714,0.0,1.3,0.0,0.0
7-2026-07-07-L01,7,2026-07-07,Tuesday,outbound,activity-7-2026-07-07-002,work,Z1,Z1,2026-07-07 08:53:52.380000,2026-07-07 09:30:00,2026-07-07 07:30:00,5.0,2026-07-07 09:25:00,2026-07-07 09:25:00,0.0,True,True,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,31.127,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 08:53:52.380000,metro,False,,False,False,metro,True,4.5,0.0,4.5,16.0,0.0,10.627,31.127,4.0,35.0,,normal,W0,workday,P0_no_policy,20.5,0.0,1.0,0.0,0.0
7-2026-07-07-L02,7,2026-07-07,Tuesday,return_home,activity-7-2026-07-07-002,return_home,Z1,Z1,2026-07-07 18:00:00,,,5.0,,,,,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,31.127,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 18:00:00,metro,False,,False,False,metro,True,4.5,0.0,4.5,16.0,0.0,10.627,31.127,4.0,35.0,,normal,W0,workday,P0_no_policy,20.5,0.0,1.0,0.0,0.0
8-2026-07-07-L01,8,2026-07-07,Tuesday,outbound,activity-8-2026-07-07-002,work,Z6,Z6,2026-07-07 08:02:01.037640,2026-07-07 09:00:00,2026-07-07 07:00:00,10.0,2026-07-07 08:50:00,2026-07-07 08:50:00,0.0,True,True,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 08:02:01.037640,bus,False,,False,False,bus,True,5.714,0.0,5.714,12.0,0.0,30.269,47.983,2.0,15.03,0.924444,normal,W0,workday,P0_no_policy,17.714,0.0,1.0,0.0,0.0
8-2026-07-07-L02,8,2026-07-07,Tuesday,return_home,activity-8-2026-07-07-002,return_home,Z6,Z6,2026-07-07 18:00:00,,,8.0,,,,,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 18:00:00,ride_hailing,False,,False,False,ride_hailing,True,14.667,0.0,14.667,2.0,0.0,15.029,31.695,24.51,27.519,0.945,normal,W0,workday,P0_no_policy,14.667,0.0,1.0,0.0,0.0
9-2026-07-07-L01,9,2026-07-07,Tuesday,outbound,activity-9-2026-07-07-002,work,Z7,Z3,2026-07-07 07:41:48.900000,2026-07-07 09:00:00,2026-07-07 07:00:00,5.0,2026-07-07 08:54:18.840000,2026-07-07 08:54:18.840000,0.0,True,True,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,72.499,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 07:41:48.900000,metro,False,,False,False,metro,True,3.407,0.0,3.407,16.0,10.0,43.092,72.499,5.0,35.0,,normal,W0,workday,P0_no_policy,19.407,0.0,1.0,0.0,0.0
9-2026-07-07-L02,9,2026-07-07,Tuesday,return_home,activity-9-2026-07-07-002,return_home,Z3,Z7,2026-07-07 17:00:00,,,5.0,,,,,,True,False,walk,bus,1,18.561,4.0,8.0,6.561,2.0,63.581,0.0,0.0,0.0,18.561,8.0,4.0,2026-07-07 17:00:00,metro,False,,False,False,metro,True,7.0,0.0,7.0,16.0,14.489,49.653,87.142,7.0,32.369,,normal,W0,workday,P0_no_policy,23.0,0.0,1.0,0.0,0.0
1-2026-07-11-L01,1,2026-07-11,Saturday,outbound,activity-1-2026-07-11-007,visit,Z3,Z3,2026-07-11 10:44:34.663260,2026-07-11 11:30:00,2026-07-11 09:30:00,10.0,2026-07-11 11:20:00,2026-07-11 11:20:00,0.0,True,True,True,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 10:44:34.663260,bus,False,,False,False,bus,True,7.0,0.0,7.0,8.0,0.0,20.422,35.422,2.0,17.972,0.476667,normal,W0,rest_day,P0_no_policy,15.0,0.0,1.0,0.0,0.0
1-2026-07-11-L02,1,2026-07-11,Saturday,between_activities,activity-1-2026-07-11-008,social_leisure,Z3,Z2,2026-07-11 14:39:19.920840,2026-07-11 16:00:00,2026-07-11 14:00:00,10.0,2026-07-11 15:50:00,2026-07-11 15:50:00,0.0,True,True,False,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 14:39:19.920840,bus,False,,False,False,bus,True,7.0,0.0,7.0,8.0,0.0,55.668,70.668,2.0,17.972,0.476667,normal,W0,rest_day,P0_no_policy,15.0,0.0,1.0,0.0,0.0
1-2026-07-11-L03,1,2026-07-11,Saturday,return_home,activity-1-2026-07-11-008,return_home,Z2,Z3,2026-07-11 18:00:00,,,5.0,,,,,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,56.486,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 18:00:00,metro,False,,False,False,metro,True,4.5,0.0,4.5,16.0,10.0,25.986,56.486,4.0,34.999,,normal,W0,rest_day,P0_no_policy,20.5,0.0,1.0,0.0,0.0
10-2026-07-11-L01,10,2026-07-11,Saturday,outbound,activity-10-2026-07-11-009,medical,Z5,Z5,2026-07-11 10:49:57.171840,2026-07-11 12:00:00,2026-07-11 10:00:00,10.0,2026-07-11 11:50:00,2026-07-11 11:50:00,0.0,True,True,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 10:49:57.171840,bus,False,,False,False,bus,True,10.0,0.0,10.0,12.0,0.0,38.047,60.047,2.0,17.972,0.476667,normal,W0,rest_day,P0_no_policy,22.0,0.0,1.0,0.0,0.0
10-2026-07-11-L02,10,2026-07-11,Saturday,return_home,activity-10-2026-07-11-009,return_home,Z5,Z5,2026-07-11 16:00:00,,,8.0,,,,,,True,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 16:00:00,ride_hailing,False,,False,False,ride_hailing,True,8.0,0.0,8.0,2.0,0.0,18.866,28.866,33.87,32.947,0.477222,normal,W0,rest_day,P0_no_policy,8.0,0.0,1.0,0.0,0.0
11-2026-07-11-L01,11,2026-07-11,Saturday,outbound,activity-11-2026-07-11-008,social_leisure,Z5,Z5,2026-07-11 09:25:15.288180,2026-07-11 10:30:00,2026-07-11 08:30:00,10.0,2026-07-11 10:20:00,2026-07-11 10:20:00,0.0,True,True,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 09:25:15.288180,bus,False,,False,False,bus,True,6.857,0.0,6.857,12.0,0.0,35.888,54.745,2.0,15.185,0.684444,normal,W0,rest_day,P0_no_policy,18.857,0.0,1.0,0.0,0.0
11-2026-07-11-L02,11,2026-07-11,Saturday,between_activities,activity-11-2026-07-11-009,shopping,Z5,Z5,2026-07-11 13:05:48.720000,2026-07-11 14:00:00,2026-07-11 12:30:00,3.0,2026-07-11 13:57:00,2026-07-11 13:57:00,0.0,True,True,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 13:05:48.720000,walk,False,,False,False,walk,True,0.0,0.0,0.0,0.0,0.0,51.188,51.188,0.0,4.8,,normal,W0,rest_day,P0_no_policy,51.188,0.0,1.0,0.0,0.0
11-2026-07-11-L03,11,2026-07-11,Saturday,between_activities,activity-11-2026-07-11-010,social_leisure,Z5,Z5,2026-07-11 18:57:01.714440,2026-07-11 19:30:00,2026-07-11 17:30:00,8.0,2026-07-11 19:22:04.680000,2026-07-11 19:22:04.680000,0.0,True,True,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 18:57:01.714440,ride_hailing,False,,False,False,ride_hailing,True,10.932,0.0,10.932,2.0,0.0,12.117,25.049,21.07,27.827,0.695,normal,W0,rest_day,P0_no_policy,10.932,0.0,1.0,0.0,0.0
11-2026-07-11-L04,11,2026-07-11,Saturday,return_home,activity-11-2026-07-11-010,return_home,Z5,Z5,2026-07-11 22:30:00,,,10.0,,,,,,True,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 22:30:00,bus,False,,False,False,bus,True,15.714,0.0,15.714,12.0,0.0,29.828,57.542,2.0,17.996,0.313333,normal,W0,rest_day,P0_no_policy,27.714,0.0,1.0,0.0,0.0
12-2026-07-11-L01,12,2026-07-11,Saturday,outbound,activity-12-2026-07-11-007,social_leisure,Z5,Z5,2026-07-11 12:04:42.056400,2026-07-11 12:30:00,2026-07-11 10:30:00,8.0,2026-07-11 12:22:00,2026-07-11 12:22:00,0.0,True,True,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 12:04:42.056400,ride_hailing,False,,False,False,ride_hailing,True,8.0,0.0,8.0,2.0,0.0,7.299,17.299,16.72,32.945,0.477778,normal,W0,rest_day,P0_no_policy,8.0,0.0,1.0,0.0,0.0
12-2026-07-11-L02,12,2026-07-11,Saturday,between_activities,activity-12-2026-07-11-008,shopping,Z5,Z7,2026-07-11 14:30:00,2026-07-11 16:00:00,2026-07-11 14:30:00,10.0,2026-07-11 15:52:54.145260,2026-07-11 15:52:54.145260,0.0,True,True,False,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 14:30:00,bus,False,,False,False,bus,True,10.0,0.0,10.0,10.0,0.0,62.902,82.902,2.0,17.972,0.476667,normal,W0,rest_day,P0_no_policy,20.0,0.0,1.0,0.0,0.0
12-2026-07-11-L03,12,2026-07-11,Saturday,return_home,activity-12-2026-07-11-008,return_home,Z7,Z5,2026-07-11 17:00:00,,,5.0,,,,,,True,False,walk,bus,1,28.65,5.714,12.0,10.936,2.0,40.482,0.0,0.0,0.0,28.65,12.0,5.714,2026-07-11 17:00:00,metro,False,,False,False,metro,True,8.834,0.0,8.834,20.0,5.0,40.298,74.132,7.0,29.596,,normal,W0,rest_day,P0_no_policy,28.834,0.0,1.0,0.0,0.0
13-2026-07-11-L01,13,2026-07-11,Saturday,outbound,activity-13-2026-07-11-009,social_leisure,Z2,Z2,2026-07-11 07:55:57.693060,2026-07-11 09:00:00,2026-07-11 07:00:00,10.0,2026-07-11 08:50:00,2026-07-11 08:50:00,0.0,True,True,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 07:55:57.693060,bus,False,,False,False,bus,True,4.0,0.0,4.0,8.0,0.0,42.038,54.038,2.0,15.1,0.913333,normal,W0,rest_day,P0_no_policy,12.0,0.0,1.0,0.0,0.0
13-2026-07-11-L02,13,2026-07-11,Saturday,between_activities,activity-13-2026-07-11-010,out_of_home_family_activity,Z2,Z3,2026-07-11 13:01:00.840000,2026-07-11 14:00:00,2026-07-11 12:00:00,5.0,2026-07-11 13:55:00,2026-07-11 13:55:00,0.0,True,True,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,53.986,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 13:01:00.840000,metro,False,,False,False,metro,True,5.0,0.0,5.0,16.0,7.0,25.986,53.986,4.0,34.999,,normal,W0,rest_day,P0_no_policy,21.0,0.0,1.0,0.0,0.0
13-2026-07-11-L03,13,2026-07-11,Saturday,between_activities,activity-13-2026-07-11-011,visit,Z3,Z3,2026-07-11 19:15:19.204500,2026-07-11 20:30:00,2026-07-11 18:30:00,10.0,2026-07-11 20:20:36.967440,2026-07-11 20:20:36.967440,0.0,True,True,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 19:15:19.204500,bus,False,,False,False,bus,True,4.8,0.0,4.8,8.0,0.0,52.496,65.296,2.0,16.305,0.681928,normal,W0,rest_day,P0_no_policy,12.8,0.0,1.0,0.0,0.0
13-2026-07-11-L04,13,2026-07-11,Saturday,return_home,activity-13-2026-07-11-011,return_home,Z3,Z2,2026-07-11 22:30:00,,,10.0,,,,,,True,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 22:30:00,bus,False,,False,False,bus,True,11.0,0.0,11.0,8.0,0.0,55.593,74.593,2.0,17.996,0.313333,normal,W0,rest_day,P0_no_policy,19.0,0.0,1.0,0.0,0.0
14-2026-07-11-L01,14,2026-07-11,Saturday,outbound,activity-14-2026-07-11-008,shopping,Z6,Z3,2026-07-11 14:04:14.872980,2026-07-11 15:30:00,2026-07-11 13:30:00,10.0,2026-07-11 15:20:00,2026-07-11 15:20:00,0.0,True,True,False,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 14:04:14.872980,bus,False,,False,False,bus,True,10.0,0.0,10.0,10.0,0.0,55.752,75.752,2.0,17.971,0.477222,normal,W0,rest_day,P0_no_policy,20.0,0.0,1.0,0.0,0.0
14-2026-07-11-L02,14,2026-07-11,Saturday,between_activities,activity-14-2026-07-11-009,shopping,Z3,Z6,2026-07-11 16:44:21.454860,2026-07-11 18:00:00,2026-07-11 16:30:00,5.0,2026-07-11 17:55:00.156420,2026-07-11 17:55:00.156420,0.0,True,True,True,False,walk,bus,1,28.621,5.714,12.0,10.907,2.0,37.024,0.0,0.0,0.0,28.621,12.0,5.714,2026-07-11 16:44:21.454860,metro,False,,False,False,metro,True,8.714,0.0,8.714,20.0,5.0,36.931,70.645,6.0,29.132,,normal,W0,rest_day,P0_no_policy,28.714,0.0,1.0,0.0,0.0
14-2026-07-11-L03,14,2026-07-11,Saturday,return_home,activity-14-2026-07-11-009,return_home,Z6,Z6,2026-07-11 19:00:00,,,3.0,,,,,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 19:00:00,walk,False,,False,False,walk,True,0.0,0.0,0.0,0.0,0.0,49.35,49.35,0.0,4.8,,normal,W0,rest_day,P0_no_policy,49.35,0.0,1.0,0.0,0.0
15-2026-07-11-L01,15,2026-07-11,Saturday,outbound,activity-15-2026-07-11-008,social_leisure,Z7,Z5,2026-07-11 12:00:05.583420,2026-07-11 13:30:00,2026-07-11 11:30:00,10.0,2026-07-11 13:20:00,2026-07-11 13:20:00,0.0,True,True,True,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 12:00:05.583420,bus,False,,False,False,bus,True,7.0,0.0,7.0,10.0,0.0,62.907,79.907,2.0,17.97,0.477778,normal,W0,rest_day,P0_no_policy,17.0,0.0,1.0,0.0,0.0
15-2026-07-11-L02,15,2026-07-11,Saturday,return_home,activity-15-2026-07-11-008,return_home,Z5,Z7,2026-07-11 15:30:00,,,10.0,,,,,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 15:30:00,bus,False,,False,False,bus,True,10.0,0.0,10.0,10.0,0.0,62.902,82.902,2.0,17.972,0.476667,normal,W0,rest_day,P0_no_policy,20.0,0.0,1.0,0.0,0.0
16-2026-07-11-L01,16,2026-07-11,Saturday,outbound,activity-16-2026-07-11-008,social_leisure,Z1,Z1,2026-07-11 08:47:53.515320,2026-07-11 09:30:00,2026-07-11 07:30:00,10.0,2026-07-11 09:20:00,2026-07-11 09:20:00,0.0,True,True,True,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 08:47:53.515320,bus,False,,False,False,bus,True,4.0,0.0,4.0,8.0,0.0,20.108,32.108,2.0,15.03,0.924444,normal,W0,rest_day,P0_no_policy,12.0,0.0,1.0,0.0,0.0
16-2026-07-11-L02,16,2026-07-11,Saturday,between_activities,activity-16-2026-07-11-009,social_leisure,Z1,Z7,2026-07-11 12:46:29.477580,2026-07-11 14:00:00,2026-07-11 12:00:00,5.0,2026-07-11 13:55:00,2026-07-11 13:55:00,0.0,True,True,True,False,walk,bus,1,20.509,7.0,8.0,5.509,2.0,43.0,0.0,0.0,0.0,20.509,8.0,7.0,2026-07-11 12:46:29.477580,metro,False,,False,False,metro,True,12.0,0.0,12.0,16.0,5.0,35.509,68.509,7.0,32.358,,normal,W0,rest_day,P0_no_policy,28.0,0.0,1.0,0.0,0.0
16-2026-07-11-L03,16,2026-07-11,Saturday,between_activities,activity-16-2026-07-11-010,visit,Z7,Z5,2026-07-11 18:30:35.880000,2026-07-11 19:30:00,2026-07-11 18:00:00,5.0,2026-07-11 19:25:00,2026-07-11 19:25:00,0.0,True,True,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,54.402,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 18:30:35.880000,metro,False,,False,False,metro,True,5.04,0.0,5.04,20.0,0.0,29.362,54.402,5.0,35.0,,normal,W0,rest_day,P0_no_policy,25.04,0.0,1.0,0.0,0.0
16-2026-07-11-L04,16,2026-07-11,Saturday,return_home,activity-16-2026-07-11-010,return_home,Z5,Z1,2026-07-11 22:30:00,,,5.0,,,,,,True,False,walk,bus,1,24.501,11.0,8.0,5.501,2.0,84.414,0.0,0.0,0.0,24.501,8.0,11.0,2026-07-11 22:30:00,metro,False,,False,False,metro,True,18.2,0.0,18.2,20.0,14.0,61.715,113.915,8.0,33.484,,normal,W0,rest_day,P0_no_policy,38.2,0.0,1.0,0.0,0.0
18-2026-07-11-L01,18,2026-07-11,Saturday,outbound,activity-18-2026-07-11-008,social_leisure,Z7,Z7,2026-07-11 08:44:29.880000,2026-07-11 09:30:00,2026-07-11 07:30:00,5.0,2026-07-11 09:25:00,2026-07-11 09:25:00,0.0,True,True,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,40.502,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 08:44:29.880000,metro,False,,False,False,metro,True,4.5,0.0,4.5,16.0,0.0,20.002,40.502,4.0,35.0,,normal,W0,rest_day,P0_no_policy,20.5,0.0,1.0,0.0,0.0
18-2026-07-11-L02,18,2026-07-11,Saturday,between_activities,activity-18-2026-07-11-009,social_leisure,Z7,Z1,2026-07-11 13:46:29.477580,2026-07-11 15:00:00,2026-07-11 13:30:00,5.0,2026-07-11 14:55:00,2026-07-11 14:55:00,0.0,True,True,True,False,walk,bus,1,20.509,7.0,8.0,5.509,2.0,43.0,0.0,0.0,0.0,20.509,8.0,7.0,2026-07-11 13:46:29.477580,metro,False,,False,False,metro,True,12.0,0.0,12.0,16.0,5.0,35.509,68.509,7.0,32.358,,normal,W0,rest_day,P0_no_policy,28.0,0.0,1.0,0.0,0.0
18-2026-07-11-L03,18,2026-07-11,Saturday,between_activities,activity-18-2026-07-11-010,visit,Z1,Z2,2026-07-11 20:20:06.360000,2026-07-11 21:00:00,2026-07-11 19:00:00,5.0,2026-07-11 20:55:00,2026-07-11 20:55:00,0.0,True,True,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,34.894,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 20:20:06.360000,metro,False,,False,False,metro,True,6.0,0.0,6.0,16.0,0.0,12.894,34.894,4.0,34.998,,normal,W0,rest_day,P0_no_policy,22.0,0.0,1.0,0.0,0.0
18-2026-07-11-L04,18,2026-07-11,Saturday,return_home,activity-18-2026-07-11-010,return_home,Z2,Z7,2026-07-11 22:00:00,,,5.0,,,,,,False,True,bus,walk,1,24.501,11.0,8.0,5.501,2.0,56.894,24.501,8.0,11.0,0.0,0.0,0.0,2026-07-11 22:00:00,metro,False,,False,False,metro,True,17.0,0.0,17.0,16.0,5.0,48.395,86.395,7.0,33.066,,normal,W0,rest_day,P0_no_policy,33.0,0.0,1.0,0.0,0.0
19-2026-07-11-L01,19,2026-07-11,Saturday,outbound,activity-19-2026-07-11-009,shopping,Z3,Z3,2026-07-11 12:19:33,2026-07-11 13:00:00,2026-07-11 11:00:00,3.0,2026-07-11 12:57:00,2026-07-11 12:57:00,0.0,True,True,True,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 12:19:33,walk,False,,False,False,walk,True,0.0,0.0,0.0,0.0,0.0,37.45,37.45,0.0,4.8,,normal,W0,rest_day,P0_no_policy,37.45,0.0,1.0,0.0,0.0
19-2026-07-11-L02,19,2026-07-11,Saturday,return_home,activity-19-2026-07-11-009,return_home,Z3,Z3,2026-07-11 14:00:00,,,8.0,,,,,,True,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 14:00:00,ride_hailing,False,,False,False,ride_hailing,True,6.0,0.0,6.0,2.0,0.0,5.456,13.456,14.0,32.947,0.477222,normal,W0,rest_day,P0_no_policy,6.0,0.0,1.0,0.0,0.0
2-2026-07-11-L01,2,2026-07-11,Saturday,outbound,activity-2-2026-07-11-007,out_of_home_family_care,Z7,Z2,2026-07-11 09:52:54.360000,2026-07-11 11:00:00,2026-07-11 09:00:00,5.0,2026-07-11 10:55:00,2026-07-11 10:55:00,0.0,True,True,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,62.094,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 09:52:54.360000,metro,False,,False,False,metro,True,3.2,0.0,3.2,16.0,0.0,42.894,62.094,5.0,34.999,,normal,W0,rest_day,P0_no_policy,19.2,0.0,1.0,0.0,0.0
2-2026-07-11-L02,2,2026-07-11,Saturday,return_home,activity-2-2026-07-11-007,return_home,Z2,Z7,2026-07-11 13:00:00,,,10.0,,,,,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-11 13:00:00,bus,False,,False,False,bus,True,7.0,0.0,7.0,8.0,0.0,91.89,106.89,2.0,17.972,0.476667,normal,W0,rest_day,P0_no_policy,15.0,0.0,1.0,0.0,0.0
